case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
,A portrait of a woman and a man setting up gear in a tropical garden with calm expression.,"A portrait of a woman and a man with wavy hair,setting up gear in a tropical garden with calm expression.",man,49498
,A portrait of a woman and a man standing while focusing lenses in a monochrome interior in low saturation tones.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses in a monochrome interior in low saturation tones.",man,32966
,A portrait of a woman and a man carefully framing a scene on a wooden harbor dock with natural ambience.,"A portrait of a woman and a man with wavy hair,carefully framing a scene on a wooden harbor dock with natural ambience.",man,42057
,A portrait of a woman and a man operating vintage cameras beside an ancient temple wall with natural ambience.,"A portrait of a woman and a man with wavy hair,operating vintage cameras beside an ancient temple wall with natural ambience.",man,37821
,A portrait of a woman and a man carefully framing a scene inside a marine museum in dramatic shadows.,"A portrait of a woman and a man with wavy hair,carefully framing a scene inside a marine museum in dramatic shadows.",man,26677
,A portrait of a woman and a man holding equipment bags on a lakeside pier in a serene setting.,"A portrait of a woman and a man with wavy hair,holding equipment bags on a lakeside pier in a serene setting.",man,20896
,A portrait of a woman and a man capturing distant subjects in a dim greenhouse corner with natural ambience.,"A portrait of a woman and a man with wavy hair,capturing distant subjects in a dim greenhouse corner with natural ambience.",man,4072
,A portrait of a woman and a man selecting angles on a coastal hiking path with cinematic tones.,"A portrait of a woman and a man with wavy hair,selecting angles on a coastal hiking path with cinematic tones.",man,31764
,A portrait of a woman and a man observing perspectives through viewfinders inside a modern airport gate with calm expression.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders inside a modern airport gate with calm expression.",man,28163
,A portrait of a woman and a man capturing distant subjects beside a graffitied wall with calm expression.,"A portrait of a woman and a man with wavy hair,capturing distant subjects beside a graffitied wall with calm expression.",man,19761
,A portrait of a woman and a man observing perspectives through viewfinders inside a tech exhibition in gentle side light.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders inside a tech exhibition in gentle side light.",man,11539
,A portrait of a woman and a man operating vintage cameras on a wooden harbor dock in a serene setting.,"A portrait of a woman and a man with wavy hair,operating vintage cameras on a wooden harbor dock in a serene setting.",man,19062
,A portrait of a woman and a man setting up gear in a textile market with realistic textures.,"A portrait of a woman and a man with wavy hair,setting up gear in a textile market with realistic textures.",man,7916
,A portrait of a woman and a man reviewing captured pictures on a dry riverbed in gentle side light.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures on a dry riverbed in gentle side light.",man,31581
,A portrait of a woman and a man reviewing captured pictures under a stone archway showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures under a stone archway showcasing quiet tension.",man,29002
,A portrait of a woman and a man composing a shot together in a stable with horses in a serene setting.,"A portrait of a woman and a man with wavy hair,composing a shot together in a stable with horses in a serene setting.",man,14104
,A portrait of a woman and a man pointing cameras forward in a grassy valley in muted colors.,"A portrait of a woman and a man with wavy hair,pointing cameras forward in a grassy valley in muted colors.",man,37957
,A portrait of a woman and a man operating vintage cameras on a narrow bridge showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,operating vintage cameras on a narrow bridge showcasing quiet tension.",man,42443
,A portrait of a woman and a man capturing distant subjects inside a glass pavilion in dramatic shadows.,"A portrait of a woman and a man with wavy hair,capturing distant subjects inside a glass pavilion in dramatic shadows.",man,25502
,A portrait of a woman and a man pointing cameras forward beneath tall city billboards showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,pointing cameras forward beneath tall city billboards showcasing quiet tension.",man,19495
,A portrait of a woman and a man standing while focusing lenses in a plaza with statues in dramatic shadows.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses in a plaza with statues in dramatic shadows.",man,6450
,A portrait of a woman and a man changing camera batteries in a plaza with statues in a serene setting.,"A portrait of a woman and a man with wavy hair,changing camera batteries in a plaza with statues in a serene setting.",man,33947
,A portrait of a woman and a man adjusting a tripod near a satellite tower with realistic textures.,"A portrait of a woman and a man with wavy hair,adjusting a tripod near a satellite tower with realistic textures.",man,38426
,A portrait of a woman and a man capturing distant subjects in a sushi restaurant in a serene setting.,"A portrait of a woman and a man with wavy hair,capturing distant subjects in a sushi restaurant in a serene setting.",man,3711
,A portrait of a woman and a man changing camera batteries by a quiet canal in dramatic shadows.,"A portrait of a woman and a man with wavy hair,changing camera batteries by a quiet canal in dramatic shadows.",man,30445
,A portrait of a woman and a man reviewing captured pictures near a telescope installation in low saturation tones.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures near a telescope installation in low saturation tones.",man,29079
,A portrait of a woman and a man reviewing captured pictures near a lighthouse balcony in dramatic shadows.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures near a lighthouse balcony in dramatic shadows.",man,41329
,A portrait of a woman and a man observing perspectives through viewfinders on a ferry deck with realistic textures.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders on a ferry deck with realistic textures.",man,1123
,A portrait of a woman and a man adjusting a tripod in a studio apartment with cinematic tones.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a studio apartment with cinematic tones.",man,27234
,A portrait of a woman and a man standing while focusing lenses beside a large radar dish with realistic textures.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses beside a large radar dish with realistic textures.",man,26041
,A portrait of a woman and a man reviewing captured pictures in a minimalist apartment with cinematic tones.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a minimalist apartment with cinematic tones.",man,24922
,A portrait of a woman and a man composing a shot together in a seaside restaurant patio in dramatic shadows.,"A portrait of a woman and a man with wavy hair,composing a shot together in a seaside restaurant patio in dramatic shadows.",man,10225
,A portrait of a woman and a man documenting surroundings in a plaza at dusk in low saturation tones.,"A portrait of a woman and a man with wavy hair,documenting surroundings in a plaza at dusk in low saturation tones.",man,7876
,A portrait of a woman and a man reviewing captured pictures in a dim tunnel walkway in dramatic shadows.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a dim tunnel walkway in dramatic shadows.",man,33165
,A portrait of a woman and a man holding cameras inside a narrow stairwell with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,holding cameras inside a narrow stairwell with a thoughtful atmosphere.",man,14757
,A portrait of a woman and a man documenting surroundings inside a glass pavilion in muted colors.,"A portrait of a woman and a man with wavy hair,documenting surroundings inside a glass pavilion in muted colors.",man,24464
,A portrait of a woman and a man setting up gear in a seaside restaurant patio with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,setting up gear in a seaside restaurant patio with a thoughtful atmosphere.",man,45789
,A portrait of a woman and a man holding equipment bags at a quiet pier with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,holding equipment bags at a quiet pier with a thoughtful atmosphere.",man,25336
,A portrait of a woman and a man documenting surroundings in a foggy harbor with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,documenting surroundings in a foggy harbor with a thoughtful atmosphere.",man,39365
,A portrait of a woman and a man adjusting a tripod on an urban boardwalk in gentle side light.,"A portrait of a woman and a man with wavy hair,adjusting a tripod on an urban boardwalk in gentle side light.",man,44406
,A portrait of a woman and a man observing perspectives through viewfinders at a busy harbor port with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders at a busy harbor port with a thoughtful atmosphere.",man,9284
,A portrait of a woman and a man observing perspectives through viewfinders at a busy harbor port with calm expression.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders at a busy harbor port with calm expression.",man,5513
,A portrait of a woman and a man holding cameras in a monochrome interior in a serene setting.,"A portrait of a woman and a man with wavy hair,holding cameras in a monochrome interior in a serene setting.",man,28041
,A portrait of a woman and a man standing while focusing lenses in a textile market in gentle side light.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses in a textile market in gentle side light.",man,25021
,A portrait of a woman and a man documenting surroundings near a satellite tower with calm expression.,"A portrait of a woman and a man with wavy hair,documenting surroundings near a satellite tower with calm expression.",man,25899
,A portrait of a woman and a man adjusting a tripod beneath tall city billboards under soft lighting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod beneath tall city billboards under soft lighting.",man,13974
,A portrait of a woman and a man adjusting a tripod in a tropical garden showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a tropical garden showcasing quiet tension.",man,23040
,A portrait of a woman and a man composing a shot together near an industrial canal in muted colors.,"A portrait of a woman and a man with wavy hair,composing a shot together near an industrial canal in muted colors.",man,19013
,A portrait of a woman and a man adjusting a tripod beside a large radar dish in a serene setting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod beside a large radar dish in a serene setting.",man,49395
,A portrait of a woman and a man selecting angles in a rustic barn with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,selecting angles in a rustic barn with a thoughtful atmosphere.",man,28346
,A portrait of a woman and a man adjusting a tripod beneath a highway interchange with calm expression.,"A portrait of a woman and a man with wavy hair,adjusting a tripod beneath a highway interchange with calm expression.",man,14095
,A portrait of a woman and a man selecting angles inside a pottery workshop with realistic textures.,"A portrait of a woman and a man with wavy hair,selecting angles inside a pottery workshop with realistic textures.",man,40616
,A portrait of a woman and a man carefully framing a scene under a concrete overpass with calm expression.,"A portrait of a woman and a man with wavy hair,carefully framing a scene under a concrete overpass with calm expression.",man,11460
,A portrait of a woman and a man pointing cameras forward in a seaside restaurant patio in dramatic shadows.,"A portrait of a woman and a man with wavy hair,pointing cameras forward in a seaside restaurant patio in dramatic shadows.",man,16644
,A portrait of a woman and a man operating vintage cameras by tall city chimneys under soft lighting.,"A portrait of a woman and a man with wavy hair,operating vintage cameras by tall city chimneys under soft lighting.",man,34947
,A portrait of a woman and a man adjusting a tripod on a pier during mist in gentle side light.,"A portrait of a woman and a man with wavy hair,adjusting a tripod on a pier during mist in gentle side light.",man,34053
,A portrait of a woman and a man selecting angles in a seaside restaurant patio in gentle side light.,"A portrait of a woman and a man with wavy hair,selecting angles in a seaside restaurant patio in gentle side light.",man,42329
,A portrait of a woman and a man reviewing captured pictures at a remote mountain lake in low saturation tones.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures at a remote mountain lake in low saturation tones.",man,20002
,A portrait of a woman and a man setting up gear in a metro hallway with natural ambience.,"A portrait of a woman and a man with wavy hair,setting up gear in a metro hallway with natural ambience.",man,42956
,A portrait of a woman and a man capturing distant subjects in a quiet courtyard with realistic textures.,"A portrait of a woman and a man with wavy hair,capturing distant subjects in a quiet courtyard with realistic textures.",man,27703
,A portrait of a woman and a man standing while focusing lenses on a coastal hiking path showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses on a coastal hiking path showcasing quiet tension.",man,34597
,A portrait of a woman and a man observing perspectives through viewfinders inside a research library in gentle side light.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders inside a research library in gentle side light.",man,32611
,A portrait of a woman and a man holding equipment bags inside a narrow stairwell with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,holding equipment bags inside a narrow stairwell with a thoughtful atmosphere.",man,34950
,A portrait of a woman and a man documenting surroundings near a satellite tower with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,documenting surroundings near a satellite tower with a thoughtful atmosphere.",man,13102
,A portrait of a woman and a man observing perspectives through viewfinders in a seaside restaurant patio with calm expression.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders in a seaside restaurant patio with calm expression.",man,27996
,A portrait of a woman and a man carefully framing a scene beneath a highway interchange with calm expression.,"A portrait of a woman and a man with wavy hair,carefully framing a scene beneath a highway interchange with calm expression.",man,1387
,A portrait of a woman and a man setting up gear in a narrow corridor with natural ambience.,"A portrait of a woman and a man with wavy hair,setting up gear in a narrow corridor with natural ambience.",man,7960
,A portrait of a woman and a man documenting surroundings inside a press room under soft lighting.,"A portrait of a woman and a man with wavy hair,documenting surroundings inside a press room under soft lighting.",man,20844
,A portrait of a woman and a man standing while focusing lenses beneath a highway interchange with realistic textures.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses beneath a highway interchange with realistic textures.",man,42551
,A portrait of a woman and a man documenting surroundings under a concrete overpass showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,documenting surroundings under a concrete overpass showcasing quiet tension.",man,46824
,A portrait of a woman and a man holding equipment bags at a snowy lookout point in gentle side light.,"A portrait of a woman and a man with wavy hair,holding equipment bags at a snowy lookout point in gentle side light.",man,25862
,A portrait of a woman and a man adjusting a tripod on a hillside trail in muted colors.,"A portrait of a woman and a man with wavy hair,adjusting a tripod on a hillside trail in muted colors.",man,38081
,A portrait of a woman and a man pointing cameras forward on an urban boardwalk in dramatic shadows.,"A portrait of a woman and a man with wavy hair,pointing cameras forward on an urban boardwalk in dramatic shadows.",man,2434
,A portrait of a woman and a man reviewing captured pictures in a monochrome interior with cinematic tones.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a monochrome interior with cinematic tones.",man,43360
,A portrait of a woman and a man standing while focusing lenses on a coastal hiking path in low saturation tones.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses on a coastal hiking path in low saturation tones.",man,7417
,A portrait of a woman and a man holding cameras in a dim tunnel walkway in low saturation tones.,"A portrait of a woman and a man with wavy hair,holding cameras in a dim tunnel walkway in low saturation tones.",man,45798
,A portrait of a woman and a man observing perspectives through viewfinders near a chain-link fence with calm expression.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders near a chain-link fence with calm expression.",man,47307
,A portrait of a woman and a man carefully framing a scene under a stone archway in dramatic shadows.,"A portrait of a woman and a man with wavy hair,carefully framing a scene under a stone archway in dramatic shadows.",man,7643
,A portrait of a woman and a man capturing distant subjects beside stacked shipping containers showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,capturing distant subjects beside stacked shipping containers showcasing quiet tension.",man,31450
,A portrait of a woman and a man reviewing captured pictures in a foggy harbor with realistic textures.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a foggy harbor with realistic textures.",man,5884
,A portrait of a woman and a man reviewing captured pictures in a minimalist apartment in gentle side light.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a minimalist apartment in gentle side light.",man,49813
,A portrait of a woman and a man documenting surroundings in a neon-lit arcade under soft lighting.,"A portrait of a woman and a man with wavy hair,documenting surroundings in a neon-lit arcade under soft lighting.",man,41540
,A portrait of a woman and a man carefully framing a scene on a dry riverbed with cinematic tones.,"A portrait of a woman and a man with wavy hair,carefully framing a scene on a dry riverbed with cinematic tones.",man,6079
,A portrait of a woman and a man selecting angles in a skate bowl with natural ambience.,"A portrait of a woman and a man with wavy hair,selecting angles in a skate bowl with natural ambience.",man,19651
,A portrait of a woman and a man standing while focusing lenses under a stone archway in low saturation tones.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses under a stone archway in low saturation tones.",man,47639
,A portrait of a woman and a man holding equipment bags in a plaza with statues with natural ambience.,"A portrait of a woman and a man with wavy hair,holding equipment bags in a plaza with statues with natural ambience.",man,35822
,A portrait of a woman and a man adjusting a tripod in a stable with horses in muted colors.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a stable with horses in muted colors.",man,26112
,A portrait of a woman and a man selecting angles in a narrow corridor with calm expression.,"A portrait of a woman and a man with wavy hair,selecting angles in a narrow corridor with calm expression.",man,41111
,A portrait of a woman and a man capturing distant subjects at a wind farm in gentle side light.,"A portrait of a woman and a man with wavy hair,capturing distant subjects at a wind farm in gentle side light.",man,1613
,A portrait of a woman and a man changing camera batteries near a loading dock with realistic textures.,"A portrait of a woman and a man with wavy hair,changing camera batteries near a loading dock with realistic textures.",man,21361
,A portrait of a woman and a man selecting angles on a wooden harbor dock in a serene setting.,"A portrait of a woman and a man with wavy hair,selecting angles on a wooden harbor dock in a serene setting.",man,6029
,A portrait of a woman and a man standing while focusing lenses in a foggy harbor showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses in a foggy harbor showcasing quiet tension.",man,15238
,A portrait of a woman and a man capturing distant subjects at a rooftop terrace in dramatic shadows.,"A portrait of a woman and a man with wavy hair,capturing distant subjects at a rooftop terrace in dramatic shadows.",man,11108
,A portrait of a woman and a man changing camera batteries by a quiet canal with cinematic tones.,"A portrait of a woman and a man with wavy hair,changing camera batteries by a quiet canal with cinematic tones.",man,28360
,A portrait of a woman and a man operating vintage cameras inside a marine museum with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,operating vintage cameras inside a marine museum with a thoughtful atmosphere.",man,37907
,A portrait of a woman and a man reviewing captured pictures in a monochrome interior with cinematic tones.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a monochrome interior with cinematic tones.",man,1933
,A portrait of a woman and a man capturing distant subjects inside a classical museum hall with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,capturing distant subjects inside a classical museum hall with a thoughtful atmosphere.",man,30386
,A portrait of a woman and a man selecting angles in a rustic barn under soft lighting.,"A portrait of a woman and a man with wavy hair,selecting angles in a rustic barn under soft lighting.",man,44261
,A portrait of a woman and a man documenting surroundings inside a narrow stairwell with cinematic tones.,"A portrait of a woman and a man with wavy hair,documenting surroundings inside a narrow stairwell with cinematic tones.",man,14449
,A portrait of a woman and a man carefully framing a scene by a quiet canal in muted colors.,"A portrait of a woman and a man with wavy hair,carefully framing a scene by a quiet canal in muted colors.",man,40494
,A portrait of a woman and a man adjusting a tripod on a coastal hiking path under soft lighting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod on a coastal hiking path under soft lighting.",man,18936
,A portrait of a woman and a man standing while focusing lenses at an old university campus in gentle side light.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses at an old university campus in gentle side light.",man,13037
,A portrait of a woman and a man setting up gear inside a press room in a serene setting.,"A portrait of a woman and a man with wavy hair,setting up gear inside a press room in a serene setting.",man,20566
,A portrait of a woman and a man holding cameras on a wooden harbor dock with cinematic tones.,"A portrait of a woman and a man with wavy hair,holding cameras on a wooden harbor dock with cinematic tones.",man,16015
,A portrait of a woman and a man capturing distant subjects near an industrial canal with realistic textures.,"A portrait of a woman and a man with wavy hair,capturing distant subjects near an industrial canal with realistic textures.",man,20972
,A portrait of a woman and a man holding equipment bags on a ferry deck in muted colors.,"A portrait of a woman and a man with wavy hair,holding equipment bags on a ferry deck in muted colors.",man,48971
,A portrait of a woman and a man selecting angles in a dim greenhouse corner with realistic textures.,"A portrait of a woman and a man with wavy hair,selecting angles in a dim greenhouse corner with realistic textures.",man,16453
,A portrait of a woman and a man pointing cameras forward beside volcanic rocks with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,pointing cameras forward beside volcanic rocks with a thoughtful atmosphere.",man,41095
,A portrait of a woman and a man standing while focusing lenses on a rocky shoreline in gentle side light.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses on a rocky shoreline in gentle side light.",man,47793
,A portrait of a woman and a man reviewing captured pictures in a reserved train seat area with natural ambience.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures in a reserved train seat area with natural ambience.",man,33755
,A portrait of a woman and a man selecting angles inside a train carriage showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,selecting angles inside a train carriage showcasing quiet tension.",man,28317
,A portrait of a woman and a man capturing distant subjects in a studio apartment with natural ambience.,"A portrait of a woman and a man with wavy hair,capturing distant subjects in a studio apartment with natural ambience.",man,36349
,A portrait of a woman and a man standing while focusing lenses under a stone archway under soft lighting.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses under a stone archway under soft lighting.",man,39124
,A portrait of a woman and a man holding cameras near an industrial canal in gentle side light.,"A portrait of a woman and a man with wavy hair,holding cameras near an industrial canal in gentle side light.",man,32877
,A portrait of a woman and a man carefully framing a scene on a pier during mist under soft lighting.,"A portrait of a woman and a man with wavy hair,carefully framing a scene on a pier during mist under soft lighting.",man,42733
,A portrait of a woman and a man composing a shot together under a long pergola with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,composing a shot together under a long pergola with a thoughtful atmosphere.",man,9360
,A portrait of a woman and a man standing while focusing lenses inside a classical museum hall in gentle side light.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses inside a classical museum hall in gentle side light.",man,31314
,A portrait of a woman and a man changing camera batteries beside an ancient temple wall in a serene setting.,"A portrait of a woman and a man with wavy hair,changing camera batteries beside an ancient temple wall in a serene setting.",man,10574
,A portrait of a woman and a man changing camera batteries beside a train junction under soft lighting.,"A portrait of a woman and a man with wavy hair,changing camera batteries beside a train junction under soft lighting.",man,38494
,A portrait of a woman and a man observing perspectives through viewfinders near a frozen waterfall in a serene setting.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders near a frozen waterfall in a serene setting.",man,42048
,A portrait of a woman and a man adjusting a tripod on a narrow bridge under soft lighting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod on a narrow bridge under soft lighting.",man,40262
,A portrait of a woman and a man selecting angles near a harbor crane in muted colors.,"A portrait of a woman and a man with wavy hair,selecting angles near a harbor crane in muted colors.",man,507
,A portrait of a woman and a man holding cameras on an urban boardwalk with cinematic tones.,"A portrait of a woman and a man with wavy hair,holding cameras on an urban boardwalk with cinematic tones.",man,9391
,A portrait of a woman and a man observing perspectives through viewfinders inside a press room in gentle side light.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders inside a press room in gentle side light.",man,44598
,A portrait of a woman and a man operating vintage cameras on an urban boardwalk with cinematic tones.,"A portrait of a woman and a man with wavy hair,operating vintage cameras on an urban boardwalk with cinematic tones.",man,24068
,A portrait of a woman and a man pointing cameras forward near an industrial canal in gentle side light.,"A portrait of a woman and a man with wavy hair,pointing cameras forward near an industrial canal in gentle side light.",man,17661
,A portrait of a woman and a man adjusting a tripod inside a modern airport gate under soft lighting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod inside a modern airport gate under soft lighting.",man,11069
,A portrait of a woman and a man reviewing captured pictures inside a modern airport gate with calm expression.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures inside a modern airport gate with calm expression.",man,16890
,A portrait of a woman and a man documenting surroundings inside a train carriage showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,documenting surroundings inside a train carriage showcasing quiet tension.",man,25350
,A portrait of a woman and a man setting up gear near a frozen waterfall in low saturation tones.,"A portrait of a woman and a man with wavy hair,setting up gear near a frozen waterfall in low saturation tones.",man,45427
,A portrait of a woman and a man pointing cameras forward inside a pottery workshop showcasing quiet tension.,"A portrait of a woman and a man with wavy hair,pointing cameras forward inside a pottery workshop showcasing quiet tension.",man,17067
,A portrait of a woman and a man composing a shot together on a lakeside pier in gentle side light.,"A portrait of a woman and a man with wavy hair,composing a shot together on a lakeside pier in gentle side light.",man,15818
,A portrait of a woman and a man setting up gear on a rainy rooftop in a serene setting.,"A portrait of a woman and a man with wavy hair,setting up gear on a rainy rooftop in a serene setting.",man,3786
,A portrait of a woman and a man composing a shot together in a minimalist apartment with calm expression.,"A portrait of a woman and a man with wavy hair,composing a shot together in a minimalist apartment with calm expression.",man,49074
,A portrait of a woman and a man reviewing captured pictures near an old church gate in a serene setting.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures near an old church gate in a serene setting.",man,24467
,A portrait of a woman and a man selecting angles near a frozen waterfall with natural ambience.,"A portrait of a woman and a man with wavy hair,selecting angles near a frozen waterfall with natural ambience.",man,6364
,A portrait of a woman and a man standing while focusing lenses on a coastal hiking path in low saturation tones.,"A portrait of a woman and a man with wavy hair,standing while focusing lenses on a coastal hiking path in low saturation tones.",man,37702
,A portrait of a woman and a man setting up gear in a stable with horses in low saturation tones.,"A portrait of a woman and a man with wavy hair,setting up gear in a stable with horses in low saturation tones.",man,11146
,A portrait of a woman and a man adjusting a tripod in a citrus orchard in gentle side light.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a citrus orchard in gentle side light.",man,8555
,A portrait of a woman and a man holding equipment bags beside a rough stone wall in gentle side light.,"A portrait of a woman and a man with wavy hair,holding equipment bags beside a rough stone wall in gentle side light.",man,29438
,A portrait of a woman and a man composing a shot together in a plaza at dusk in a serene setting.,"A portrait of a woman and a man with wavy hair,composing a shot together in a plaza at dusk in a serene setting.",man,41143
,A portrait of a woman and a man operating vintage cameras on a rocky shoreline with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,operating vintage cameras on a rocky shoreline with a thoughtful atmosphere.",man,7089
,A portrait of a woman and a man operating vintage cameras beside an ancient temple wall with calm expression.,"A portrait of a woman and a man with wavy hair,operating vintage cameras beside an ancient temple wall with calm expression.",man,20129
,A portrait of a woman and a man composing a shot together in a skate bowl in low saturation tones.,"A portrait of a woman and a man with wavy hair,composing a shot together in a skate bowl in low saturation tones.",man,11290
,A portrait of a woman and a man changing camera batteries inside a cold warehouse with realistic textures.,"A portrait of a woman and a man with wavy hair,changing camera batteries inside a cold warehouse with realistic textures.",man,16583
,A portrait of a woman and a man composing a shot together under a concrete overpass with natural ambience.,"A portrait of a woman and a man with wavy hair,composing a shot together under a concrete overpass with natural ambience.",man,47861
,A portrait of a woman and a man composing a shot together near a chain-link fence in gentle side light.,"A portrait of a woman and a man with wavy hair,composing a shot together near a chain-link fence in gentle side light.",man,18927
,A portrait of a woman and a man setting up gear inside a gaming arcade in gentle side light.,"A portrait of a woman and a man with wavy hair,setting up gear inside a gaming arcade in gentle side light.",man,11461
,A portrait of a woman and a man adjusting a tripod in a dim tunnel walkway in a serene setting.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a dim tunnel walkway in a serene setting.",man,15788
,A portrait of a woman and a man carefully framing a scene inside a minimalist gallery under soft lighting.,"A portrait of a woman and a man with wavy hair,carefully framing a scene inside a minimalist gallery under soft lighting.",man,2787
,A portrait of a woman and a man capturing distant subjects in a monochrome interior under soft lighting.,"A portrait of a woman and a man with wavy hair,capturing distant subjects in a monochrome interior under soft lighting.",man,29646
,A portrait of a woman and a man pointing cameras forward beside an ancient temple wall in low saturation tones.,"A portrait of a woman and a man with wavy hair,pointing cameras forward beside an ancient temple wall in low saturation tones.",man,45287
,A portrait of a woman and a man observing perspectives through viewfinders at a cable car station in dramatic shadows.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders at a cable car station in dramatic shadows.",man,30137
,A portrait of a woman and a man holding equipment bags under a stone archway in gentle side light.,"A portrait of a woman and a man with wavy hair,holding equipment bags under a stone archway in gentle side light.",man,14530
,A portrait of a woman and a man documenting surroundings in a neon-lit arcade with a thoughtful atmosphere.,"A portrait of a woman and a man with wavy hair,documenting surroundings in a neon-lit arcade with a thoughtful atmosphere.",man,44575
,A portrait of a woman and a man operating vintage cameras in a town square with realistic textures.,"A portrait of a woman and a man with wavy hair,operating vintage cameras in a town square with realistic textures.",man,16342
,A portrait of a woman and a man selecting angles in a studio apartment with natural ambience.,"A portrait of a woman and a man with wavy hair,selecting angles in a studio apartment with natural ambience.",man,47851
,A portrait of a woman and a man reviewing captured pictures at an old university campus in a serene setting.,"A portrait of a woman and a man with wavy hair,reviewing captured pictures at an old university campus in a serene setting.",man,43994
,A portrait of a woman and a man adjusting a tripod in a seaside restaurant patio in low saturation tones.,"A portrait of a woman and a man with wavy hair,adjusting a tripod in a seaside restaurant patio in low saturation tones.",man,42370
,A portrait of a woman and a man selecting angles near a railway turntable with cinematic tones.,"A portrait of a woman and a man with wavy hair,selecting angles near a railway turntable with cinematic tones.",man,721
,A portrait of a woman and a man setting up gear in a textile market in dramatic shadows.,"A portrait of a woman and a man with wavy hair,setting up gear in a textile market in dramatic shadows.",man,44770
,A portrait of a woman and a man observing perspectives through viewfinders in a dim tunnel walkway in muted colors.,"A portrait of a woman and a man with wavy hair,observing perspectives through viewfinders in a dim tunnel walkway in muted colors.",man,26120
,A portrait of a woman and a man changing camera batteries inside a large showroom with calm expression.,"A portrait of a woman and a man with wavy hair,changing camera batteries inside a large showroom with calm expression.",man,35134
